game_id,game_day,home_team,away_team,home_score,away_score,is_conference,is_neutral,tournament
401574603,"November 06, 2023",New Hampshire Wildcats,Syracuse Orange,72,83,False,False,
401575425,"November 06, 2023",Tarleton State Texans,Virginia Cavaliers,50,80,False,False,
401577552,"November 06, 2023",North Carolina A&T Aggies,Pittsburgh Panthers,52,100,False,False,
401582011,"November 06, 2023",Niagara Purple Eagles,Notre Dame Fighting Irish,63,70,False,False,
401582026,"November 06, 2023",UMBC Retrievers,Louisville Cardinals,93,94,False,False,
401583589,"November 06, 2023",The Citadel Bulldogs,NC State Wolfpack,59,72,False,False,
401583596,"November 06, 2023",Radford Highlanders,North Carolina Tar Heels,70,86,False,False,
401583759,"November 06, 2023",Winthrop Eagles,Clemson Tigers,56,78,False,False,
401588936,"November 06, 2023",NJIT Highlanders,Miami Hurricanes,60,101,False,False,
401594618,"November 06, 2023",Georgia Southern Eagles,Georgia Tech Yellow Jackets,62,84,False,False,
401576156,"November 06, 2023",Fairfield Stags,Boston College Eagles,70,89,False,False,
401581088,"November 06, 2023",Elon Phoenix,Wake Forest Demon Deacons,78,101,False,False,
401584329,"November 06, 2023",Coppin State Eagles,Virginia Tech Hokies,55,100,False,False,
401576147,"November 06, 2023",Dartmouth Big Green,Duke Blue Devils,54,92,False,False,
401586910,"November 08, 2023",Canisius Golden Griffins,Syracuse Orange,77,89,False,False,
401604272,"November 09, 2023",Howard Bison,Georgia Tech Yellow Jackets,85,88,False,False,
401586904,"November 10, 2023",Kennesaw State Owls,Florida State Seminoles,67,94,False,False,
401574591,"November 10, 2023",Binghamton Bearcats,Pittsburgh Panthers,60,89,False,False,
401575426,"November 10, 2023",Virginia Cavaliers,Florida Gators,73,70,False,True,Hall of Fame Series - Charlotte
401575461,"November 10, 2023",UCF Knights,Miami Hurricanes,72,88,False,False,
401576148,"November 10, 2023",Arizona Wildcats,Duke Blue Devils,78,73,False,False,
401581089,"November 10, 2023",Wake Forest Demon Deacons,Georgia Bulldogs,77,80,False,False,
401583590,"November 10, 2023",Abilene Christian Wildcats,NC State Wolfpack,64,84,False,False,
401593809,"November 10, 2023",Boston College Eagles,The Citadel Bulldogs,75,71,False,False,
401594561,"November 10, 2023",Chattanooga Mocs,Louisville Cardinals,81,71,False,False,
401581590,"November 10, 2023",Virginia Tech Hokies,South Carolina Gamecocks,77,79,False,True,Hall of Fame Series - Charlotte
401583760,"November 10, 2023",Clemson Tigers,UAB Blazers,77,76,False,True,Asheville Championship
401582012,"November 11, 2023",Western Carolina Catamounts,Notre Dame Fighting Irish,71,61,False,False,
401583597,"November 12, 2023",Lehigh Mountain Hawks,North Carolina Tar Heels,68,90,False,False,
401583849,"November 12, 2023",Davidson Wildcats,Clemson Tigers,65,68,False,True,Asheville Championship
401577553,"November 13, 2023",Florida Gulf Coast Eagles,Pittsburgh Panthers,74,86,False,False,
401586905,"November 13, 2023",Central Michigan Chippewas,Florida State Seminoles,67,94,False,False,Sunshine Slam - Campus Game
